SerialNumber,Device,MSICode,Version,Location,User,
R90T2NG5,RCI-OP-M-001499,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,CBG01-Cedarburg,janzj
R90T2NFV,RCI-OP-M-001500,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,mgutier
R90T69JT,RCI-OP-M-001535,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,Larsenc
MJ0APFKV,RCI-PD-D-003052,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,ROC02-RochesterIC,rhangar
MJ0AZ7QL,RCI-PD-D-004126,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,FGO01-Fargo,rijohns
MJ09PS68,RCI-QA-D-003092,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,ROC02-RochesterIC,jbronk
MJ0AYCFK,RCI-QA-D-004466,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,ROC02-RochesterIC,icelab
R90VNPGP,RCI-QA-L-001929,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,ROC02-RochesterIC,atische
R90QGW91,RCI-RD-L-000872,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,Nohnerr
PC17ZS20,RCI-RD-L-004155,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,pzoltai
R90TFG6N,RCI-SL-L-001632,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,ROC02-RochesterIC,glucero
PC0Z6287,RCI-ST-L-001364,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,dmcvick
R90TQ1HM,RCM-AC-L-001854,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,STP01-StPaul,eknopik
R90SZBM7,RCM-AC-M-001444,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,Tschannc
R90XD118,RCM-HR-L-004440,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,FRM01-Farmington,gbierce
MJ07XKF3,RCM-MT-D-001492,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,MIN02-MinnMilk,johnma01
R90TYDM0,RCM-OP-L-001835,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,jkuehl
R90TYDLZ,RCM-OP-L-001839,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,jsill
R90V4993,RCM-OP-L-001974,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,bkrenik
R90W1AHM,RCM-OP-L-002294,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,FGO01-Fargo,bolls
R90V4990,RCM-OP-P-001958,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,fwillia
R90V5BRF,RCM-PD-L-002055,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,ROC02-RochesterIC,eramsey
MJ093BNQ,RCM-RD-D-002038,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,ROC02-RochesterIC,FactoryIT
MJ093BNR,RCM-RD-D-002039,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,ROC02-RochesterIC,kkeel
R90W1AJY,RCM-SL-L-002382,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,Haverlyj
R90W1AHN,RCM-SL-L-002383,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,Hicksm
PC177MN0,RCM-ST-L-000632,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,eeves
R90TYDM1,RCM-TP-L-001830,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,CBG01-Cedarburg,juricha
R90V4994,RCM-TP-L-001972,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,dedward
R90JRA77,ROC01R90JRA77-L,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,ROC02-RochesterIC,tobaue
R90MAVHW,ROC02R90MAVHW-L,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,ROC02-RochesterIC,atische
R90JFAE4,STP01R90JFAE4-L,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,ROC02-RochesterIC,janders
R90JYWBZ,STP01R90JYWBZ-L,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,FGO01-Fargo,shaugen
R90KTBR6,STP01R90KTBR6-L,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,mframke
R90LMXKF,STP01R90LMXKF-L,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,ablatch
R90LR96R,STP01R90LR96R-L,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,zetter
R90M3A59,STP01R90M3A59-L,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,ejohnso
R90MAV4L,STP01R90MAV4L-L,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,ROC02-RochesterIC,athomps
R90N3BPN,STP01R90N3BPN-L,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,STP01-StPaul,jesdavi
R90LQKSV,STP-AC-L-000001,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,STP01-StPaul,kulstad
R90LRHN3,STP-AC-L-000069,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,alindse
R90LR7JT,STP-AC-L-000079,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,Keitgesd
R90W1AFX,STP-AC-L-000670,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,Hagstroe
R90TLEM6,STP-AC-L-001643,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,ROC02-RochesterIC,Rtheobald
R90T8178,STP-AC-L-001807,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,bpostig
R90VNPGT,STP-AC-L-002156,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,asbrown
R90V5BRL,STP-CM-L-002002,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,STP01-StPaul,jduellm
PC15YPP8,STP-FN-L-002036,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,Hulked
R90VBBKY,STP-FN-L-002128,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,STP01-StPaul,sbeebe
R90W1AH7,STP-FN-L-002434,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,vgraves
R90VNVQX,STP-FN-L-004605,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,fultdd01
PF256Q84,STP-FN-L-004628,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,runyaa01
R90W1AH9,STP-HR-L-002435,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,asulliv
MJ0B15TQ,STP-IT-D-004761,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,STP01-StPaul,kimmbd01
R90W1AJG,STP-MK-L-000636,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,slevine
R90LVHW4,STP-MK-L-002095,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,STP01-StPaul,rfricke
PC177MN4,STP-MT-L-004054,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,rheagne
R90MJ7JY,STP-OP-L-000165,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,avang
R90W1AHD,STP-OP-L-000643,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,bvasqu
R90VNPGW,STP-OP-L-000861,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,jalarso
R90VW29L,STP-OP-L-000867,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,cmcgint
R90TYDM3,STP-OP-L-001871,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,ROC02-RochesterIC,Larsonaa
R90K8MYV,STP-OP-L-001994,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,khender
R90QAKX0,STP-OP-L-003087,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,jgauthi
PF1CG2QM,STP-OP-L-004346,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,STP01-StPaul,mfehlbe
R90T69JV,STP-OP-M-001536,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,Seamansd
R90TCE3C,STP-OP-M-001584,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,FGO01-Fargo,bday
R90VKHE2,STP-PD-L-002112,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,STP01-StPaul,joakvik
R90VNPGQ,STP-SC-L-001925,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,mhenkem
R90W1AGV,STP-SC-L-004041,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,Ritterk
PF1CHMNH,STP-SC-L-004248,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,jgardne1
R90TLELY,STP-SL-L-001667,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,kniemi
R90W1AJP,STP-SL-L-002358,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,AZR01-AzureIowa,Nentlm
MJ0ATLKF,STP-SL-L-004498,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,STP01-StPaul,rikecl01
PC177MMS,STP-ST-L-000633,Symtrax - Compleo Suite 5,{fb9c7fcb-f184-4dad-8d22-1de82d9c3628},5.1.00,STP01-StPaul,tgeary
